a	b	c	IP	FU000385	FU000387	FU000389	FU000391	FU000393	FU000395	FU000397	FU000399	FU000401	FU000403	FU000405	FU000407	FU000409	FU000411	FU000413	FU000415	FU000417	FU000419	FU000423	FU000425	FU000427	FU000429	FU000431	FU000433	FU000435	FU000437	FU000439	FU000441	FU000443	FU000445	FU000447	FU000449	FU000451	FU000453	FU000455	FU000457
Q9BZL1	1	73	N	0	0	0	1	0	0	1	2	2	0	0	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Q9C0F1	1	390	N	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0
Q9GZN7	1	287	N	1	1	0	1	2	1	2	2	0	0	0	1	0	1	1	0	0	2	2	2	0	0	0	2	0	2	1	1	1	2	1	0	2	1	0	0
Q9GZP4	1	211	N	3	3	1	4	4	3	1	3	6	5	4	4	5	9	5	4	3	4	5	5	3	5	6	5	5	4	4	5	3	4	9	4	5	4	3	3
Q9GZR2	1	422	N	0	0	0	0	0	1	1	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
Q9GZR7	1	859	N	0	0	0	0	1	2	8	4	0	0	0	0	0	0	0	0	1	6	4	3	0	0	0	0	0	4	0	0	0	1	0	0	3	0	5	0
Q9GZT9	1	426	N	0	2	1	3	4	3	0	1	5	4	4	3	5	0	1	2	2	1	1	1	0	5	2	3	2	0	0	2	1	0	2	2	3	3	0	0
Q9H078	1	707	N	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
Q9H0A0	1	1025	N	0	0	0	0	19	13	21	22	0	0	0	0	0	0	0	0	11	15	14	14	0	0	0	0	0	14	0	0	0	20	0	0	11	0	16	0
Q9H0C8	1	392	N	0	1	2	0	0	0	0	3	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Q9H0D6	1	950	N	0	0	2	0	25	25	4	4	2	0	1	1	0	1	0	2	2	3	17	13	1	0	0	1	0	22	0	0	0	2	0	0	19	0	3	0
Q9H0G5	1	558	N	0	1	2	2	2	1	1	0	2	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	0	1	0	5	0	0
Q9H0S4	1	455	N	0	0	0	0	2	3	3	6	0	0	1	2	1	2	5	0	2	5	3	4	0	1	1	1	1	5	1	0	4	7	1	2	4	4	4	2
Q9H1B7	1	796	N	0	0	0	0	0	1	0	0	0	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	2	0	0
Q9H1E3	1	243	N	1	1	1	0	0	0	1	1	2	2	2	2	1	1	5	2	0	0	0	2	0	0	0	1	1	0	2	0	8	0	0	2	0	11	0	0
Q9H1K1	1	167	N	2	2	2	1	2	2	2	2	0	3	2	1	2	2	2	2	1	2	2	1	0	1	1	0	2	2	1	0	2	2	1	2	2	3	2	1
Q9H257	1	536	N	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0
Q9H2K0	1	278	N	0	0	0	1	1	1	0	1	2	0	2	3	0	0	5	2	0	1	2	2	0	0	2	2	4	1	5	0	11	0	1	2	0	14	0	2
Q9H2U1	1	1008	N	4	2	1	4	8	6	0	0	1	0	5	2	0	2	1	1	1	0	2	8	0	0	1	0	0	6	0	0	0	1	2	4	1	0	1	1
Q9H2U2	1	334	N	1	2	0	2	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
Q9H2W6	1	279	N	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2Y7	1	1883	N	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H307	1	717	N	0	0	0	0	0	0	4	3	0	2	0	0	0	0	0	0	3	3	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	3	0
Q9H3J6	1	166	N	0	1	0	0	2	0	0	0	2	0	0	1	1	1	3	2	0	2	0	3	0	0	1	2	0	0	3	0	4	1	0	2	0	3	0	2
Q9H3K6	1	86	N	16	11	10	11	7	9	10	12	13	12	15	14	11	10	12	11	9	11	11	9	9	12	9	9	10	10	10	12	9	11	11	11	10	10	10	11
Q9H501	1	851	N	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	0	1	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Q9H5V9	1	222	N	1	0	1	1	0	0	1	1	1	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	4	0	0
Q9H649	1	340	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Q9H6F5	1	360	N	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Q9H6R0	1	707	N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Q9H6R4	1	1146	N	0	0	0	0	10	11	3	8	0	0	0	0	0	0	0	0	3	6	3	4	0	0	0	0	0	5	0	0	0	8	0	0	8	0	10	0
Q9H6S0	1	1430	N	0	0	0	0	35	46	10	11	0	0	0	0	0	0	0	0	6	4	28	31	0	0	0	0	0	34	0	0	0	15	0	0	30	0	9	0
Q9H773	1	170	N	0	0	2	2	0	1	0	0	1	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Q9H7B2	1	306	N	0	0	0	0	6	5	4	6	0	0	0	0	0	0	0	0	5	6	3	1	0	0	0	0	0	3	0	0	0	8	0	0	3	0	6	0
Q9H7C9	1	122	N	3	7	5	3	4	4	4	5	1	3	4	4	2	3	2	4	2	2	5	4	2	2	1	1	2	2	0	4	0	6	3	3	2	1	2	4
Q9H7E9	1	229	N	0	0	0	0	2	2	4	4	0	1	0	1	1	1	2	0	6	4	2	2	0	0	1	0	0	1	1	0	1	4	0	1	2	0	4	0
Q9H857	1	520	N	6	6	8	7	3	5	1	5	3	1	6	6	2	2	2	2	0	1	1	4	1	4	3	1	4	3	1	2	3	2	2	2	3	2	0	4
Q9H875	1	184	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	2	0	0	8	0	9	0	0	2	0	7	0	0
Q9H8W3	1	233	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0
Q9H910	1	190	N	5	4	3	8	6	7	4	6	4	6	7	7	3	7	9	3	3	1	4	3	1	5	5	1	4	3	3	4	4	4	5	6	5	4	2	4
Q9H936	1	323	N	0	0	2	2	2	0	0	0	10	6	0	0	0	0	8	8	0	0	0	1	1	2	0	0	0	1	7	1	0	0	0	9	1	0	0	2
Q9H9A6	1	602	N	3	3	5	5	2	3	0	0	5	2	3	0	0	4	0	1	0	0	1	2	1	5	3	0	3	1	0	2	1	0	2	2	1	2	1	2
Q9HA64	1	309	N	15	10	11	10	7	9	5	7	12	11	11	7	8	6	5	4	3	6	6	4	3	5	5	7	9	5	8	8	5	6	5	5	7	8	7	2
Q9HB71	1	228	N	5	3	12	13	6	4	5	6	14	10	14	15	9	12	20	10	6	6	3	7	7	11	12	11	12	9	15	16	19	8	13	16	7	19	8	15
Q9HBK9	1	375	N	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HC07	1	324	N	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Q9HC38	1	313	N	5	6	4	5	5	4	6	3	6	6	7	10	4	6	4	4	3	3	2	3	1	4	4	4	4	3	2	4	3	4	6	4	2	3	2	5
Q9HC62	1	589	N	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	2	1	0	0
Q9HC98	1	313	N	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HCC0	1	563	N	38	53	41	42	34	39	42	35	42	39	53	58	50	53	42	38	37	30	20	22	31	38	41	40	50	31	39	37	36	39	52	37	28	43	28	35
Q9HCE1	1	1003	N	0	0	0	0	2	3	3	4	0	0	0	0	0	0	0	0	2	4	1	2	0	0	0	0	0	1	0	0	0	6	0	0	1	0	3	0
Q9HCG8	1	908	N	4	2	3	4	3	2	1	1	4	2	2	3	3	3	2	1	3	2	2	5	1	2	3	5	2	3	4	2	7	1	2	2	2	4	0	4
Q9HCI5	1	957	N	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HCJ3	1	691	N	1	0	0	1	0	0	0	0	3	2	0	4	3	0	1	0	0	0	1	0	0	1	1	1	2	0	0	0	0	0	2	0	0	0	0	2
Q9HD42	1	196	N	2	2	3	2	3	2	2	0	2	2	0	0	0	0	1	1	0	3	2	2	0	1	0	2	2	4	1	1	1	2	2	0	0	2	0	2
Q9HDC5	1	661	N	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
Q9NNW5	1	1121	N	0	0	0	0	5	4	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	1	3	0	0	0
Q9NP64	1	241	N	17	23	21	22	19	22	17	14	19	16	24	26	18	25	20	22	20	20	13	12	18	22	23	21	21	13	15	18	18	16	20	16	12	17	13	18
Q9NP97	1	96	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Q9NPD3	1	245	N	0	0	0	0	2	2	1	2	0	0	0	0	0	0	0	0	1	3	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
Q9NQ29	1	371	N	9	8	9	12	11	10	9	12	13	12	13	13	12	10	20	14	8	13	11	18	9	11	12	12	9	12	15	12	27	11	13	13	11	18	12	11
Q9NQ55	1	473	N	0	0	0	0	17	16	10	15	0	0	0	0	0	0	0	0	11	11	8	10	0	0	0	0	0	10	0	0	0	11	0	0	12	0	11	0
Q9NQ88	1	270	N	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	0	1	2	2	2	1	2	2	3	2	2	2	2	2	0	2
Q9NQT4	1	235	N	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	2	2	4	3	0	0	0	0	0	3	0	0	0	2	0	0	3	0	4	0
Q9NQT5	1	275	N	0	0	0	0	2	3	6	7	0	0	0	0	0	0	0	0	3	2	7	0	0	0	0	0	0	1	0	0	0	5	0	0	3	0	6	0
Q9NQW6	1	1124	N	0	0	0	3	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
Q9NQZ5	1	370	N	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NQZ6	1	224	N	3	5	6	7	4	0	4	5	5	1	13	9	6	7	4	2	1	2	1	0	0	0	2	4	7	2	1	1	3	5	4	4	0	3	1	2
Q9NR30	1	783	N	0	0	0	0	96	90	76	88	0	0	0	0	0	0	3	0	83	90	81	82	0	0	0	0	0	76	2	0	6	81	0	0	86	6	81	0
Q9NR33	1	117	N	0	0	1	0	2	1	0	2	1	1	2	2	1	1	2	1	0	0	3	0	2	1	2	2	2	1	2	2	1	1	2	2	2	2	0	2
Q9NRN7	1	309	N	0	0	1	0	3	2	0	1	0	2	2	2	0	0	4	1	0	0	1	1	0	0	0	2	3	1	0	2	1	0	2	0	2	0	0	1
Q9NRW1	1	208	N	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NRW3	1	190	N	0	0	0	0	0	0	0	2	0	0	0	3	2	2	1	2	0	2	0	0	0	0	1	0	1	0	1	2	2	2	0	0	0	2	2	0
Q9NS86	1	450	N	7	7	6	9	3	7	4	4	8	5	7	7	4	8	6	3	3	6	0	2	1	5	2	8	1	1	0	7	3	4	7	2	2	4	1	4
Q9NSD9	1	589	N	3	3	0	1	2	3	2	0	1	2	2	4	1	3	2	1	0	0	0	0	1	2	3	2	2	0	2	3	1	0	4	2	1	2	0	2
Q9NSV4	1	1193	N	12	20	21	20	12	18	11	12	11	14	20	25	16	13	10	13	10	10	7	12	4	13	15	7	14	12	9	9	11	8	13	15	8	5	11	14
Q9NUI1	1	292	N	3	2	2	3	0	1	0	0	2	2	2	3	2	3	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Q9NUL3	1	570	N	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
Q9NUQ6	1	558	N	0	0	0	0	2	1	1	4	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	1	0	0	0	2	0	0	1	0	2	0
Q9NV31	1	184	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Q9NV70	1	894	N	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0
Q9NVF7	1	368	N	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
Q9NVH2	1	962	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NVI7	1	634	N	0	0	1	1	15	13	0	0	2	2	0	0	0	0	2	0	0	0	12	16	0	0	0	0	0	13	1	0	0	2	0	3	14	0	0	0
Q9NVM6	1	304	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0
Q9NVN8	1	582	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0
Q9NVP1	1	670	N	0	0	0	0	25	22	24	26	0	0	0	0	0	0	0	0	19	18	20	23	0	0	0	0	0	17	0	0	3	21	0	0	17	1	26	0
Q9NVU7	1	687	N	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0
Q9NVV4	1	582	N	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NW13	1	759	N	0	0	0	0	11	12	13	19	0	0	0	0	0	0	0	0	8	8	7	8	0	0	0	0	0	7	0	0	0	11	0	0	10	0	12	0
Q9NW64	1	420	N	0	1	6	2	0	2	0	1	3	0	4	6	1	3	4	0	0	1	0	0	0	1	2	1	0	1	0	0	0	0	1	3	1	0	0	0
Q9NWB6	1	273	N	5	5	6	7	6	7	4	5	1	8	5	6	6	5	9	7	2	4	7	8	1	8	6	6	5	2	7	4	7	5	1	3	5	8	4	4
Q9NWT1	1	392	N	0	0	0	0	1	3	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q9NWW5	1	311	N	0	0	0	0	0	1	0	0	4	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0
Q9NX08	1	183	N	0	0	0	0	1	2	0	0	0	2	0	0	0	1	1	0	0	0	2	2	0	0	0	0	0	0	0	1	2	0	2	0	0	1	2	0
Q9NX24	1	153	N	0	0	0	0	4	4	4	4	2	0	0	0	0	0	5	1	4	6	6	6	0	1	0	1	0	4	2	0	7	6	0	1	5	5	3	2
Q9NX58	1	379	N	0	0	0	0	23	23	23	21	1	0	0	0	0	1	0	0	10	16	4	16	0	0	0	0	0	10	0	0	2	23	0	0	16	1	22	0
Q9NX63	1	227	N	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NXE8	1	425	N	0	0	1	0	3	1	1	1	4	3	1	1	1	1	4	1	0	2	0	2	0	0	0	0	0	1	2	1	4	0	0	2	0	3	0	0
Q9NXL6	1	827	N	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Q9NXS2	1	382	N	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Q9NXW9	1	302	N	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
Q9NY12	1	217	N	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0
Q9NY61	1	560	N	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Q9NY93	1	547	N	0	0	0	0	9	6	6	5	0	0	0	0	0	0	0	0	3	6	10	6	0	0	0	0	0	4	0	0	0	4	0	0	5	0	5	0
Q9NYF8	1	920	N	3	3	2	3	8	4	2	2	5	4	4	5	1	1	4	0	1	2	1	3	0	1	2	3	1	0	3	0	7	4	0	2	0	3	1	1
Q9NYJ1	1	87	N	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Q9NYP9	1	233	N	9	15	16	22	18	20	16	18	17	16	23	16	15	14	16	14	14	16	16	11	6	13	13	14	14	17	13	11	15	16	18	14	16	15	13	13
Q9NYU2	1	1555	N	3	2	3	2	0	1	0	1	1	1	8	8	1	2	0	1	0	1	0	0	0	0	0	1	3	0	1	2	0	0	5	1	0	3	0	0
Q9NZ01	1	308	N	0	0	0	0	0	1	0	0	4	1	0	0	0	0	2	2	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
Q9NZI8	1	577	N	0	0	0	0	38	42	36	32	0	0	0	0	0	0	0	0	33	33	36	38	0	0	0	0	0	36	0	0	0	40	0	0	38	0	31	0
Q9NZM5	1	478	N	0	0	0	0	11	5	10	7	0	0	0	0	0	0	0	0	6	9	5	5	0	0	0	0	0	5	0	0	0	9	0	0	7	0	10	0
Q9NZW5	1	540	N	1	0	0	1	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	1	2	1	1	0	2	1	0	0	3	1	0	0	0	2
Q9P016	1	225	N	4	4	5	3	5	8	3	5	6	7	3	9	8	7	7	3	4	2	5	6	3	4	5	4	7	4	5	7	7	4	2	6	4	11	0	3
Q9P021	1	101	N	4	2	1	3	2	4	4	4	3	2	4	5	4	3	12	5	2	9	4	8	3	2	5	6	4	8	7	6	10	8	4	3	8	10	7	6
Q9P031	1	241	N	0	0	0	0	2	3	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0
Q9P0K7	1	980	N	2	0	0	1	0	1	2	2	0	0	0	1	0	0	2	0	2	1	2	2	0	0	2	0	1	0	2	0	1	1	2	1	2	0	1	0
Q9P0M6	1	372	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Q9P0P8	1	240	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	2	0	4	0	0	0	0	2	0	0
Q9P0U3	1	644	N	0	0	1	0	1	1	2	0	3	2	0	0	1	2	0	1	0	0	0	2	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0
Q9P1Y6	1	1649	N	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Q9P258	1	522	N	30	31	28	27	40	35	29	25	43	39	36	37	26	28	68	32	26	34	34	44	29	33	33	40	42	29	58	35	72	29	36	40	31	73	31	40
Q9P270	1	581	N	1	0	1	0	1	1	0	1	0	1	0	2	1	2	1	0	0	1	0	1	0	0	0	0	0	1	1	0	2	2	0	0	0	1	0	0
Q9P275	1	1121	N	0	0	0	0	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0
Q9P2E9	1	1410	N	1	0	0	0	6	6	4	5	0	0	1	0	0	0	0	0	0	4	5	2	0	0	0	0	0	3	0	0	0	6	1	0	5	0	3	0
Q9P2N5	1	1060	N	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UBQ7	1	328	N	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Q9UBU8	1	362	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	1	0	2	0	0
Q9UBV8	1	284	N	0	1	2	0	1	0	3	1	3	2	1	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Q9UFW8	1	167	N	3	2	0	4	3	2	1	1	2	0	3	4	2	2	4	2	0	1	3	0	0	2	2	2	2	1	4	1	11	3	3	4	1	6	2	2
Q9UG63	1	623	N	1	0	4	3	0	0	0	0	0	0	2	1	0	0	3	1	0	0	0	0	0	0	2	0	1	0	0	1	2	0	0	2	0	1	0	2
Q9UGY1	1	213	N	0	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0	1	0	3	4	0	0	0	0	0	3	0	0	0	3	0	0	5	0	3	0
Q9UHB9	1	627	N	0	0	0	0	9	9	7	8	0	0	0	0	0	0	0	0	7	5	8	4	0	0	0	0	0	6	0	0	0	2	0	0	8	0	7	0
Q9UHD1	1	332	N	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UHK0	1	495	N	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0
Q9UHV9	1	154	N	0	3	3	3	1	0	1	2	1	2	1	1	2	2	2	2	1	1	1	0	2	4	2	2	2	2	3	2	0	2	2	3	2	1	2	3
Q9UHX1	1	559	N	6	3	3	6	3	2	4	3	10	3	3	4	0	1	14	4	1	4	2	9	0	1	5	7	3	2	16	2	32	2	2	11	2	22	0	9
Q9UI43	1	246	N	11	9	11	11	6	7	3	7	6	3	9	8	6	8	7	9	8	7	10	7	6	9	6	7	10	8	8	9	10	7	6	11	4	8	6	6
Q9UII2	1	106	N	0	0	0	0	1	0	0	0	0	0	0	1	0	0	5	2	0	0	0	2	0	0	0	0	0	0	4	0	6	0	0	1	0	2	1	2
Q9UII4	1	1024	N	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0
Q9UJA5	1	497	N	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UJN7	1	358	N	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Q9UJS0	1	675	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UJV9	1	622	N	2	1	0	1	2	1	3	5	3	1	1	0	0	1	6	2	0	1	1	0	0	0	0	1	1	0	14	0	17	4	2	6	2	7	2	2
Q9UKD2	1	239	N	0	0	0	0	7	7	6	9	0	0	1	0	0	0	11	0	7	5	8	6	0	0	0	0	0	7	13	0	27	7	0	9	10	6	7	1
Q9UKM9	1	306	N	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0
Q9UKT4	1	447	N	8	8	3	2	2	2	2	4	4	2	4	6	3	5	4	5	2	0	1	2	0	0	3	1	1	1	3	2	2	0	1	4	0	1	0	2
Q9UKV3	1	1341	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Q9ULC4	1	181	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0
Q9ULW3	1	272	N	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0
Q9ULX6	1	646	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
Q9UM13	1	185	N	1	1	1	2	0	2	2	2	2	1	0	2	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0
Q9UMS0	1	254	N	2	0	1	2	0	0	0	0	2	0	0	2	0	1	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	2	0	0
Q9UMS4	1	504	N	0	1	0	0	23	31	24	24	1	0	0	0	0	0	0	0	19	24	24	26	0	0	0	0	0	23	0	0	0	26	0	0	26	0	23	0
Q9UMY1	1	257	N	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Q9UN86	1	482	N	0	0	0	0	7	5	2	2	0	0	0	0	0	0	0	0	0	2	5	8	0	0	0	0	0	6	0	0	0	2	0	0	4	0	2	0
Q9UNF1	1	606	N	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UNL2	1	185	N	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UNQ2	1	313	N	0	0	0	0	2	2	1	2	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	3	0
Q9UNX3	1	145	N	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	2	0	0	0	2	0	0	3	0	1	0
Q9UNX4	1	943	N	0	0	0	0	6	6	2	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0
